filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
WSCT1264.JPG,2398599,"{}",0,0,"{}","{}"
WSCT1265.JPG,2408934,"{}",0,0,"{}","{}"
WSCT1266.JPG,2414234,"{}",0,0,"{}","{}"
WSCT1267.JPG,2412564,"{}",0,0,"{}","{}"
WSCT1268.JPG,2411687,"{}",0,0,"{}","{}"
WSCT1269.JPG,2421964,"{}",0,0,"{}","{}"
WSCT1270.JPG,2411668,"{}",0,0,"{}","{}"
WSCT1271.JPG,2428913,"{}",0,0,"{}","{}"
WSCT1272.JPG,2431468,"{}",0,0,"{}","{}"
WSCT1273.JPG,2437310,"{}",0,0,"{}","{}"
WSCT1274.JPG,2438521,"{}",0,0,"{}","{}"
WSCT1275.JPG,2440084,"{}",0,0,"{}","{}"
WSCT1276.JPG,2443532,"{}",0,0,"{}","{}"
WSCT1277.JPG,2444953,"{}",0,0,"{}","{}"
WSCT1278.JPG,2449022,"{}",0,0,"{}","{}"
WSCT1279.JPG,2445668,"{}",0,0,"{}","{}"
WSCT1280.JPG,2440394,"{}",0,0,"{}","{}"
WSCT1281.JPG,2439574,"{}",0,0,"{}","{}"
WSCT1282.JPG,2366483,"{}",0,0,"{}","{}"
WSCT1283.JPG,2391462,"{}",0,0,"{}","{}"
WSCT1284.JPG,2462042,"{}",0,0,"{}","{}"
WSCT1285.JPG,2464101,"{}",0,0,"{}","{}"
WSCT1286.JPG,2476133,"{}",0,0,"{}","{}"
WSCT1287.JPG,2480747,"{}",0,0,"{}","{}"
WSCT1288.JPG,2486228,"{}",0,0,"{}","{}"
WSCT1289.JPG,2481933,"{}",0,0,"{}","{}"
WSCT1290.JPG,2488629,"{}",0,0,"{}","{}"
WSCT1291.JPG,2486711,"{}",0,0,"{}","{}"
WSCT1292.JPG,2487497,"{}",0,0,"{}","{}"
WSCT1293.JPG,2491665,"{}",0,0,"{}","{}"
WSCT1294.JPG,2494685,"{}",1,0,"{""name"":""rect"",""x"":771,""y"":972,""width"":72,""height"":42}","{""Insect"":{""Carabid"":true}}"
WSCT1295.JPG,2497639,"{}",0,0,"{}","{}"
WSCT1296.JPG,2499880,"{}",0,0,"{}","{}"
WSCT1297.JPG,2503682,"{}",0,0,"{}","{}"
WSCT1298.JPG,2508921,"{}",0,0,"{}","{}"
WSCT1299.JPG,2509734,"{}",0,0,"{}","{}"
WSCT1300.JPG,2514260,"{}",0,0,"{}","{}"
WSCT1301.JPG,2514736,"{}",0,0,"{}","{}"
WSCT1302.JPG,2511894,"{}",0,0,"{}","{}"
WSCT1303.JPG,2509255,"{}",0,0,"{}","{}"
WSCT1304.JPG,2516570,"{}",0,0,"{}","{}"
WSCT1305.JPG,2515975,"{}",0,0,"{}","{}"
WSCT1306.JPG,2517196,"{}",0,0,"{}","{}"
WSCT1307.JPG,2515256,"{}",0,0,"{}","{}"
WSCT1308.JPG,2514978,"{}",0,0,"{}","{}"
WSCT1309.JPG,2517999,"{}",0,0,"{}","{}"
WSCT1310.JPG,2518598,"{}",0,0,"{}","{}"
WSCT1311.JPG,2521371,"{}",0,0,"{}","{}"
WSCT1312.JPG,2520438,"{}",0,0,"{}","{}"
WSCT1313.JPG,2522435,"{}",0,0,"{}","{}"
WSCT1314.JPG,2522660,"{}",0,0,"{}","{}"
WSCT1315.JPG,2522989,"{}",0,0,"{}","{}"
WSCT1316.JPG,2521535,"{}",0,0,"{}","{}"
WSCT1317.JPG,2524291,"{}",0,0,"{}","{}"
WSCT1318.JPG,2525844,"{}",0,0,"{}","{}"
WSCT1319.JPG,2524968,"{}",0,0,"{}","{}"
WSCT1320.JPG,2525015,"{}",0,0,"{}","{}"
WSCT1321.JPG,2520437,"{}",0,0,"{}","{}"
WSCT1322.JPG,2524942,"{}",0,0,"{}","{}"
WSCT1323.JPG,2526387,"{}",0,0,"{}","{}"
WSCT1324.JPG,2528368,"{}",0,0,"{}","{}"
WSCT1325.JPG,2526762,"{}",0,0,"{}","{}"
WSCT1326.JPG,2527295,"{}",0,0,"{}","{}"
WSCT1327.JPG,2525440,"{}",0,0,"{}","{}"
WSCT1328.JPG,2527113,"{}",1,0,"{""name"":""rect"",""x"":678,""y"":1756,""width"":151,""height"":106}","{""Insect"":{""Amara.sp"":true}}"
WSCT1329.JPG,2524081,"{}",0,0,"{}","{}"
WSCT1330.JPG,2522387,"{}",0,0,"{}","{}"
WSCT1331.JPG,2526083,"{}",0,0,"{}","{}"
WSCT1332.JPG,2522838,"{}",0,0,"{}","{}"
WSCT1333.JPG,2524557,"{}",0,0,"{}","{}"
WSCT1334.JPG,2525911,"{}",0,0,"{}","{}"
WSCT1335.JPG,2519366,"{}",0,0,"{}","{}"
WSCT1336.JPG,2522066,"{}",0,0,"{}","{}"
WSCT1337.JPG,2525156,"{}",0,0,"{}","{}"
WSCT1338.JPG,2523068,"{}",0,0,"{}","{}"
