filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
WSCT2380.JPG,2375238,"{}",0,0,"{}","{}"
WSCT2381.JPG,2372223,"{}",0,0,"{}","{}"
WSCT2382.JPG,2372863,"{}",2,0,"{""name"":""rect"",""x"":275,""y"":1295,""width"":74,""height"":66}","{""Insect"":{""Carabid"":true}}"
WSCT2382.JPG,2372863,"{}",2,1,"{""name"":""rect"",""x"":3731,""y"":625,""width"":72,""height"":61}","{""Insect"":{""Carabid"":true}}"
WSCT2383.JPG,2376585,"{}",0,0,"{}","{}"
WSCT2384.JPG,2377995,"{}",0,0,"{}","{}"
WSCT2385.JPG,2391151,"{}",1,0,"{""name"":""rect"",""x"":2219,""y"":360,""width"":61,""height"":64}","{""Insect"":{""Carabid"":true}}"
WSCT2386.JPG,2388676,"{}",1,0,"{""name"":""rect"",""x"":1992,""y"":445,""width"":66,""height"":64}","{""Insect"":{""Carabid"":true}}"
WSCT2387.JPG,2389180,"{}",1,0,"{""name"":""rect"",""x"":2092,""y"":1369,""width"":77,""height"":79}","{""Insect"":{""Carabid"":true}}"
WSCT2388.JPG,2405305,"{}",1,0,"{""name"":""rect"",""x"":1107,""y"":1340,""width"":106,""height"":58}","{""Insect"":{""Carabid"":true}}"
WSCT2389.JPG,2369395,"{}",0,0,"{}","{}"
WSCT2390.JPG,2397338,"{}",0,0,"{}","{}"
WSCT2391.JPG,2390883,"{}",0,0,"{}","{}"
WSCT2392.JPG,2403718,"{}",0,0,"{}","{}"
WSCT2393.JPG,2396096,"{}",0,0,"{}","{}"
WSCT2394.JPG,2391832,"{}",0,0,"{}","{}"
WSCT2395.JPG,2395496,"{}",0,0,"{}","{}"
WSCT2396.JPG,2383425,"{}",0,0,"{}","{}"
WSCT2397.JPG,2364215,"{}",0,0,"{}","{}"
WSCT2398.JPG,2413940,"{}",0,0,"{}","{}"
WSCT2399.JPG,2358301,"{}",0,0,"{}","{}"
WSCT2400.JPG,2420681,"{}",0,0,"{}","{}"
WSCT2401.JPG,2362573,"{}",1,0,"{""name"":""rect"",""x"":3130,""y"":1888,""width"":82,""height"":69}","{""Insect"":{""Carabid"":true}}"
WSCT2402.JPG,2368309,"{}",1,0,"{""name"":""rect"",""x"":2402,""y"":315,""width"":103,""height"":79}","{""Insect"":{""Carabid"":true}}"
WSCT2403.JPG,2423087,"{}",1,0,"{""name"":""rect"",""x"":2397,""y"":1356,""width"":172,""height"":119}","{""Insect"":{""Amara.sp"":true}}"
WSCT2404.JPG,2366471,"{}",1,0,"{""name"":""rect"",""x"":2834,""y"":699,""width"":87,""height"":85}","{""Insect"":{""Carabid"":true}}"
WSCT2405.JPG,2369318,"{}",1,0,"{""name"":""rect"",""x"":1732,""y"":699,""width"":87,""height"":56}","{""Insect"":{""Carabid"":true}}"
WSCT2406.JPG,2422916,"{}",0,0,"{}","{}"
WSCT2407.JPG,2429098,"{}",0,0,"{}","{}"
WSCT2408.JPG,2433389,"{}",0,0,"{}","{}"
WSCT2409.JPG,2427258,"{}",0,0,"{}","{}"
WSCT2410.JPG,2385908,"{}",1,0,"{""name"":""rect"",""x"":3167,""y"":40,""width"":50,""height"":61}","{""Insect"":{""Phyllotreta"":true}}"
WSCT2411.JPG,2390434,"{}",1,0,"{""name"":""rect"",""x"":3252,""y"":169,""width"":48,""height"":53}","{""Insect"":{""Phyllotreta"":true}}"
WSCT2412.JPG,2382578,"{}",1,0,"{""name"":""rect"",""x"":3241,""y"":185,""width"":50,""height"":50}","{""Insect"":{""Phyllotreta"":true}}"
WSCT2413.JPG,2371254,"{}",0,0,"{}","{}"
WSCT2414.JPG,2377249,"{}",0,0,"{}","{}"
WSCT2415.JPG,2381846,"{}",0,0,"{}","{}"
WSCT2416.JPG,2378008,"{}",0,0,"{}","{}"
WSCT2417.JPG,2379864,"{}",0,0,"{}","{}"
WSCT2418.JPG,2388648,"{}",0,0,"{}","{}"
WSCT2419.JPG,2383574,"{}",0,0,"{}","{}"
WSCT2420.JPG,2386856,"{}",0,0,"{}","{}"
WSCT2421.JPG,2380252,"{}",0,0,"{}","{}"
WSCT2422.JPG,2390634,"{}",0,0,"{}","{}"
WSCT2423.JPG,2389755,"{}",0,0,"{}","{}"
WSCT2424.JPG,2389150,"{}",0,0,"{}","{}"
WSCT2425.JPG,2390985,"{}",0,0,"{}","{}"
WSCT2426.JPG,2379839,"{}",0,0,"{}","{}"
WSCT2427.JPG,2388171,"{}",0,0,"{}","{}"
WSCT2428.JPG,2393591,"{}",0,0,"{}","{}"
WSCT2429.JPG,2397652,"{}",1,0,"{""name"":""rect"",""x"":1102,""y"":1562,""width"":53,""height"":66}","{""Insect"":{""Phyllotreta"":true}}"
WSCT2430.JPG,2402709,"{}",1,0,"{""name"":""rect"",""x"":1107,""y"":1544,""width"":50,""height"":74}","{""Insect"":{""Phyllotreta"":true}}"
WSCT2431.JPG,2410035,"{}",0,0,"{}","{}"
WSCT2432.JPG,2419953,"{}",0,0,"{}","{}"
WSCT2433.JPG,2421281,"{}",0,0,"{}","{}"
WSCT2434.JPG,2410609,"{}",0,0,"{}","{}"
WSCT2435.JPG,2448514,"{}",0,0,"{}","{}"
WSCT2436.JPG,2412918,"{}",0,0,"{}","{}"
WSCT2437.JPG,2455922,"{}",0,0,"{}","{}"
WSCT2438.JPG,2460073,"{}",0,0,"{}","{}"
WSCT2439.JPG,2413237,"{}",0,0,"{}","{}"
WSCT2440.JPG,2456964,"{}",0,0,"{}","{}"
WSCT2441.JPG,2463033,"{}",0,0,"{}","{}"
WSCT2442.JPG,2464396,"{}",0,0,"{}","{}"
WSCT2443.JPG,2464503,"{}",0,0,"{}","{}"
WSCT2444.JPG,2421190,"{}",0,0,"{}","{}"
WSCT2445.JPG,2469118,"{}",0,0,"{}","{}"
WSCT2446.JPG,2467370,"{}",0,0,"{}","{}"
WSCT2447.JPG,2471617,"{}",0,0,"{}","{}"
WSCT2448.JPG,2472139,"{}",0,0,"{}","{}"
WSCT2449.JPG,2472840,"{}",0,0,"{}","{}"
WSCT2450.JPG,2474931,"{}",0,0,"{}","{}"
WSCT2451.JPG,2474274,"{}",0,0,"{}","{}"
WSCT2452.JPG,2474625,"{}",0,0,"{}","{}"
WSCT2453.JPG,2473286,"{}",0,0,"{}","{}"
WSCT2454.JPG,2476618,"{}",0,0,"{}","{}"
WSCT2455.JPG,2475787,"{}",0,0,"{}","{}"
WSCT2456.JPG,2478626,"{}",0,0,"{}","{}"
WSCT2457.JPG,2476047,"{}",0,0,"{}","{}"
WSCT2458.JPG,2478678,"{}",0,0,"{}","{}"
WSCT2459.JPG,2476132,"{}",0,0,"{}","{}"
WSCT2460.JPG,2474740,"{}",0,0,"{}","{}"
WSCT2461.JPG,2482335,"{}",0,0,"{}","{}"
WSCT2462.JPG,2476822,"{}",0,0,"{}","{}"
WSCT2463.JPG,2477332,"{}",0,0,"{}","{}"
WSCT2464.JPG,2477049,"{}",0,0,"{}","{}"
WSCT2465.JPG,2482577,"{}",0,0,"{}","{}"
WSCT2466.JPG,2476581,"{}",0,0,"{}","{}"
WSCT2467.JPG,2475941,"{}",0,0,"{}","{}"
WSCT2468.JPG,2477661,"{}",0,0,"{}","{}"
WSCT2469.JPG,2475242,"{}",0,0,"{}","{}"
WSCT2470.JPG,2480055,"{}",0,0,"{}","{}"
WSCT2471.JPG,2476710,"{}",0,0,"{}","{}"
WSCT2472.JPG,2479121,"{}",0,0,"{}","{}"
WSCT2473.JPG,2478234,"{}",0,0,"{}","{}"
WSCT2474.JPG,2477473,"{}",0,0,"{}","{}"
WSCT2475.JPG,2477297,"{}",0,0,"{}","{}"
WSCT2476.JPG,2480248,"{}",0,0,"{}","{}"
WSCT2477.JPG,2477777,"{}",0,0,"{}","{}"
WSCT2478.JPG,2478809,"{}",0,0,"{}","{}"
WSCT2479.JPG,2479741,"{}",0,0,"{}","{}"
WSCT2480.JPG,2474969,"{}",0,0,"{}","{}"
WSCT2481.JPG,2478279,"{}",0,0,"{}","{}"
WSCT2482.JPG,2478975,"{}",0,0,"{}","{}"
WSCT2483.JPG,2483256,"{}",0,0,"{}","{}"
WSCT2484.JPG,2476623,"{}",0,0,"{}","{}"
WSCT2485.JPG,2476521,"{}",0,0,"{}","{}"
WSCT2486.JPG,2476136,"{}",0,0,"{}","{}"
WSCT2487.JPG,2477041,"{}",0,0,"{}","{}"
WSCT2488.JPG,2480866,"{}",1,0,"{""name"":""rect"",""x"":2924,""y"":196,""width"":34,""height"":82}","{""Insect"":{""Tachyporus.hypnorum"":true}}"
WSCT2489.JPG,2481009,"{}",1,0,"{""name"":""rect"",""x"":2929,""y"":114,""width"":93,""height"":40}","{""Insect"":{""Tachyporus.hypnorum"":true}}"
WSCT2490.JPG,2479344,"{}",1,0,"{""name"":""rect"",""x"":3022,""y"":106,""width"":90,""height"":58}","{""Insect"":{""Tachyporus.hypnorum"":true}}"
